   42.0893631, 000057.7861,     009.80531,   83.75552,     38.8228017
    8.44377184,   0096.098874,     034.3229,     30.96909579,0052.472478
0.5336747543,   44.14003646,      00012.3373,      075.80926,      00052.86263
 49.1802563,   15.11693782,0001.077375,   43.6362275,    036.153065
     00026.330506,   00090.747,      3.39417053,    021.79550932, 0081.986669
  0079.7691,      7.46010084, 66.46929554,00000080.319,38.46109615
 000000071.7,9.04709092, 0009.34112,      20.10569783,    000028.458
  00000046.09,     087.39078, 069.10953,00000022.872,     0020.68002
   00000078.832,  000037.372,    009.85447,     6.86647051,0000055.669
      0067.884,   000031.85034, 000023.96523,  65.62442774,     47.52695808
      00047.065,    011.04913,093.4665,    0042.239824,   0084.9921
    00033.578,  37.5435917, 95.6620031,  13.213081,0066.84219
   042.203736,      000044.864,  0020.697,      12.04774854,      36.4536881
   77.2644955,  25.54986804, 6.097377938, 00002.76242,37.94614896
    0071.9738,     00018.479545,    0000060.1711,00076.535, 062.3256
      83.738094,  00000042.031,      11.56352212, 19.14024,   74.6770403
92.266757,  0074.902,     0024.454,    00029.574,   24.053915
      083.421296,  0029.5687012,   0017.9977238, 083.09790862,    0000097.8454
     059.56098,   030.2082,      00006.77569,  0050.9871,000020.6429
    0000048.2492,  0038.3623809,  0018.7554,    0068.6135,   0000052.994
   78.1155748,   65.52532643,028.1688,  75.02497578,00049.3673
  0035.295, 000014.5679,      00029.09284,    38.18859018, 0000009.3143
      0000051.8081,   000062.0299,     000095.857,      97.7221697,  32.31918071
 04.504863,      0086.0652,      21.672414,   043.72078508,      000038.2745
   091.20405684,    17.11462284, 038.518172,      79.234407, 20.1632842
 10.934203,   00009.026, 00084.6202,   000052.2813,     023.446963
    0048.74481, 000050.42202,     38.09856936,  00090.972, 93.27873636
 73.75906,   059.3444,4.48694848, 06.8882965,0008.9969
     00000017.556,    0000014.4633, 0009.3581494, 00094.7879,69.34692
40.70527908,   099.9868236,     000028.3929,      71.490284,     0067.9376867
     062.51621792,    067.31671,  26.79556,      066.94837,     64.4467028
   0097.937, 00030.931685,     000043.98015,      000082.9628, 000033.4126
   093.5215482,000017.6743, 11.78286306,     10.8756619,      95.5925662
   0003.9543,    96.40892952,     19.67782,    16.8886373,00026.980882
     00088.1482,   21.07030722,     083.54300262,  044.2787,61.43643869
    00036.026,    000039.2394,    00078.89648, 000065.196,    00098.84094
    70.7739567,     0000047.8967,  00013.756595,    00089.76313,      015.44055
   00024.862595,      52.67584934,   0000098.992,    36.16264006,      000015.2802
   50.0599243,  92.55032,   00000033.622,  078.662029,     29.3692436
   067.8769,028.0093503,25.5561535,    16.049548,   0000099.344
  00000079.692, 020.3801,      77.23482226,     0004.3493,     00057.4231
   00056.966,    0066.967717,  82.91642,   0000027.492,    039.4646798
    52.80057151,  69.02570992,  49.7784544,      009.68337, 00000052.362
 88.316828,   0000020.726, 0061.045481,   0050.17953,      0011.674849
  00032.273939,    0084.9404315,00063.65586, 00006.383578,     005.1863294
     0031.327886, 00061.303,     015.966995,0000082.451,     00058.808
 021.90753,     093.5786,     92.23628,     0062.8081105,  0000000040.1
71.34222384,     0000015.494,    00034.443,041.432601,   16.29693492
    00000024.931, 0000026.4727,    0070.4436, 37.22543,2.203628722
     0002.8293662,   096.1537,  00027.951,    0034.80651,      73.39905457
00038.9165,  85.1721843,     00064.37, 00051.5844,   00008.99067
003.618148,      039.8549, 99.48782,  59.69980981,     00012.7788
93.0071606,      98.394659,      53.311109,    46.13457,     00000018.339
      0090.6132,  069.52008,   58.8256759,  29.64024097,    00046.06618
   0008.05739,   0073.4264487,    00088.137034, 32.3670153, 000082.02549
 42.0154916,      00072.44301,    47.054029,   45.649655,58.458295
     074.56598443,00080.8153,  00000030.882,  000073.8532,0028.6923771
     0027.099,    54.3516429,      0000089.3541,     60.90467168,     012.37487
  73.2491785,034.04718, 58.860605,  00039.19646,   70.827514
    0018.8184,   30.9615316,    0000071.566,      0000002.6842,89.4731449
      00000039.699,      093.8277454,      70.2563712,81.65818762,    00032.416885
      000086.0724, 0083.814462,005.57707754,  0018.6601,   77.688803
 0050.264855,   14.0217923,     52.9347013,   0061.9282961,000012.5906
67.0813771,00000024.229,    038.7367, 31.94999234,   06.27242812
   00057.4066,   0034.152931,084.619881,   0000014.083,    04.69995734
 0060.119,   068.548731, 000032.2876,23.552815,00049.212968
    26.0344758,      61.5610925,    0000076.451,  0007.0226,     061.7609
  00024.6475, 000.66714687, 0067.9159371,052.7879211,   0000078.235
   046.05141964, 00019.571811,      0000064.617,    0096.159114,  54.14533488
     000031.23271,      63.703098,   82.1844932, 17.28417381,  070.457119
    61.4191906, 55.9430791,    072.74660925,   00017.204,   0053.1363485
 47.04153,    0083.50905,   13.9195035,   027.434181,   51.795659
 11.1309666, 000066.0323,     000007.6998,      000000042.37,      000083.5096
00.234401,  0091.537759,      030.12772,      00011.91534,      010.20694
   0094.1883, 0000085.4617, 00038.23889, 00045.092,     034.79233598
000000046.42,     41.494157,  35.4567799,      78.9810402,      38.6619549
   0029.3002819,   54.18661696,000089.3795,     5.646653,    0099.4449149
0000041.3704, 000071.86557,     00038.48795,     05.676489,  00085.203
0064.9704,   00076.00341,70.2143371, 89.013194,    00000019.005
   037.3933244,    00023.31499,  33.28594069, 00085.39,    0065.786898
   00002.601991,      28.26551,00016.441,     00000079.499,   000093.80765
   0061.843367,      0000061.236,      0014.1671, 48.27178,     24.75137271
   012.99094446,    000038.5715,    89.061169,    094.20401,  000047.5129
   00037.82448,19.2218824,      000037.282,83.60103,  00032.165
   58.17726282,   58.914144,     0071.29037,      93.95401469,   00027.152076
    89.87756054,   0047.939589,    095.204197,    76.37220928,  00027.4093
     00040.2885,  000047.3335,      020.1564396,    0003.397936,     73.399939
      84.031972,0000066.605,      09.04324173,     00053.7214, 0068.303
15.21065769,067.77540087,53.4735819, 00000072.812,    54.5245558
0044.503134,    0067.5957469,      0081.39955,29.58988581,      86.4906602
  011.5216948,0015.87718,     049.05299,      000012.229,      0081.09759
   0017.25281,   0094.7924929,      17.3853018,   00067.9038,     000084.6413
 02.695511, 0022.41998,  13.733101,    83.18931842,    24.80847462
    40.9876068, 66.1929345,  0000038.06,     86.90253009, 081.179384
    00097.10481,      0078.26434,     0000075.469,     00025.359019,    000092.608
062.528739,   000061.023,      46.154976,     55.9731824, 00000084.101
  0075.767,    060.5369,  097.23798818,   040.5168,     32.954432
  0083.1179622,00000072.657,   000085.1068,  000014.63,     53.98560678
  078.2665,    19.6642333,   38.173675,   63.6405799,    00030.48886
   000091.32802,    0000012.21,      00088.315741,     000033.67473,      000037.07983
